year,gender,age,constituency_area,area,value,elderly
2015,Males,70 - 74,Marine Parade,Marine Parade,540,Y
2015,Males,70 - 74,Marine Parade,Mountbatten,120,Y
2015,Males,70 - 74,Newton,Cairnhill,40,Y
2015,Males,70 - 74,Newton,Goodwood Park,10,Y
2015,Males,70 - 74,Newton,Monk's Hill,10,Y
2015,Males,70 - 74,Newton,Orange Grove,30,Y
2015,Males,70 - 74,Novena,Balestier,550,Y
2015,Males,70 - 74,Novena,Dunearn,70,Y
2015,Males,70 - 74,Novena,Malcolm,40,Y
2015,Males,70 - 74,Novena,Moulmein,70,Y
2015,Males,70 - 74,Novena,Mount Pleasant,10,Y
2015,Males,70 - 74,Orchard,Boulevard,10,Y
2015,Males,70 - 74,Outram,China Square,40,Y
2015,Males,70 - 74,Outram,Chinatown,190,Y
2015,Males,70 - 74,Outram,Pearl's Hill,240,Y
2015,Males,70 - 74,Outram,People's Park,10,Y
2015,Males,70 - 74,Pasir Ris,Flora Drive,120,Y
2015,Males,70 - 74,Pasir Ris,Loyang East,30,Y
2015,Males,70 - 74,Pasir Ris,Loyang West,10,Y
2015,Males,70 - 74,Pasir Ris,Pasir Ris Central,180,Y
2015,Males,70 - 74,Pasir Ris,Pasir Ris Drive,460,Y
2015,Males,70 - 74,Pasir Ris,Pasir Ris Park,20,Y
2015,Males,70 - 74,Pasir Ris,Pasir Ris West,220,Y
2015,Males,70 - 74,Punggol,Matilda,190,Y
2015,Males,70 - 74,Punggol,Punggol Field,300,Y
2015,Males,70 - 74,Punggol,Punggol Town Centre,40,Y
2015,Males,70 - 74,Punggol,Waterway East,170,Y
2015,Males,70 - 74,Queenstown,Commonwealth,130,Y
2015,Males,70 - 74,Queenstown,Dover,190,Y
2015,Males,70 - 74,Queenstown,Ghim Moh,260,Y
2015,Males,70 - 74,Queenstown,Holland Drive,310,Y
2015,Males,70 - 74,Queenstown,Kent Ridge,20,Y
2015,Males,70 - 74,Queenstown,Margaret Drive,140,Y
2015,Males,70 - 74,Queenstown,Mei Chin,240,Y
2015,Males,70 - 74,Queenstown,Pasir Panjang 1,50,Y
2015,Males,70 - 74,Queenstown,Pasir Panjang 2,50,Y
2015,Males,70 - 74,Queenstown,Queensway,10,Y
2015,Males,70 - 74,Queenstown,Tanglin Halt,240,Y
2015,Males,70 - 74,River Valley,Institution Hill,40,Y
2015,Males,70 - 74,River Valley,Leonie Hill,20,Y
2015,Males,70 - 74,River Valley,One Tree Hill,30,Y
2015,Males,70 - 74,River Valley,Oxley,30,Y
2015,Males,70 - 74,Rochor,Bencoolen,20,Y
2015,Males,70 - 74,Rochor,Farrer Park,50,Y
2015,Males,70 - 74,Rochor,Kampong Glam,10,Y
2015,Males,70 - 74,Rochor,Little India,90,Y
2015,Males,70 - 74,Rochor,Selegie,10,Y
2015,Males,70 - 74,Rochor,Sungei Road,70,Y
2015,Males,70 - 74,Rochor,Victoria,60,Y
2015,Males,70 - 74,Sembawang,Admiralty,130,Y
2015,Males,70 - 74,Sembawang,Sembawang Central,180,Y
2015,Males,70 - 74,Sembawang,Sembawang North,170,Y
2015,Males,70 - 74,Sembawang,Sembawang Springs,70,Y
2015,Males,70 - 74,Sembawang,Sembawang Straits,20,Y
2015,Males,70 - 74,Sengkang,Anchorvale,270,Y
2015,Males,70 - 74,Sengkang,Compassvale,140,Y
2015,Males,70 - 74,Sengkang,Fernvale,260,Y
2015,Males,70 - 74,Sengkang,Rivervale,500,Y
2015,Males,70 - 74,Sengkang,Sengkang Town Centre,400,Y
2015,Males,70 - 74,Serangoon,Lorong Chuan,100,Y
2015,Males,70 - 74,Serangoon,Seletar Hills,230,Y
2015,Males,70 - 74,Serangoon,Serangoon Central,340,Y
2015,Males,70 - 74,Serangoon,Serangoon Garden,650,Y
2015,Males,70 - 74,Serangoon,Serangoon North,140,Y
2015,Males,70 - 74,Serangoon,Upper Paya Lebar,230,Y
2015,Males,70 - 74,Singapore River,Boat Quay,10,Y
2015,Males,70 - 74,Singapore River,Robertson Quay,20,Y
2015,Males,70 - 74,Southern Islands,Sentosa,10,Y
2015,Males,70 - 74,Sungei Kadut,Gali Batu,10,Y
2015,Males,70 - 74,Sungei Kadut,Turf Club,20,Y
2015,Males,70 - 74,Tampines,Simei,390,Y
2015,Males,70 - 74,Tampines,Tampines East,1360,Y
2015,Males,70 - 74,Tampines,Tampines West,760,Y
2015,Males,70 - 74,Tampines,Xilin,10,Y
2015,Males,70 - 74,Tanglin,Chatsworth,80,Y
2015,Males,70 - 74,Tanglin,Nassim,110,Y
2015,Males,70 - 74,Tanglin,Ridout,20,Y
2015,Males,70 - 74,Tanglin,Tyersall,60,Y
2015,Males,70 - 74,Toa Payoh,Boon Teck,290,Y
2015,Males,70 - 74,Toa Payoh,Braddell,200,Y
2015,Males,70 - 74,Toa Payoh,Joo Seng,130,Y
2015,Males,70 - 74,Toa Payoh,Kim Keat,140,Y
2015,Males,70 - 74,Toa Payoh,Lorong 8 Toa Payoh,180,Y
2015,Males,70 - 74,Toa Payoh,Pei Chun,210,Y
2015,Males,70 - 74,Toa Payoh,Potong Pasir,220,Y
2015,Males,70 - 74,Toa Payoh,Sennett,80,Y
2015,Males,70 - 74,Toa Payoh,Toa Payoh Central,460,Y
2015,Males,70 - 74,Toa Payoh,Toa Payoh West,290,Y
2015,Males,70 - 74,Toa Payoh,Woodleigh,20,Y
2015,Males,70 - 74,Western Water Catchment,Western Water Catchment,10,Y
2015,Males,70 - 74,Woodlands,Midview,250,Y
2015,Males,70 - 74,Woodlands,North Coast,210,Y
2015,Males,70 - 74,Woodlands,Woodgrove,210,Y
2015,Males,70 - 74,Woodlands,Woodlands East,520,Y
2015,Males,70 - 74,Woodlands,Woodlands South,250,Y
2015,Males,70 - 74,Woodlands,Woodlands West,420,Y
2015,Males,70 - 74,Yishun,Khatib,130,Y
2015,Males,70 - 74,Yishun,Lower Seletar,10,Y
2015,Males,70 - 74,Yishun,Nee Soon,20,Y
2015,Males,70 - 74,Yishun,Northland,280,Y
2015,Males,70 - 74,Yishun,Springleaf,70,Y
2015,Males,70 - 74,Yishun,Yishun Central,30,Y
2015,Males,70 - 74,Yishun,Yishun East,410,Y
2015,Males,70 - 74,Yishun,Yishun South,440,Y
2015,Males,70 - 74,Yishun,Yishun West,720,Y
2015,Males,75 - 79,Ang Mo Kio,Ang Mo Kio Town Centre,50,Y
2015,Males,75 - 79,Ang Mo Kio,Cheng San,370,Y
2015,Males,75 - 79,Ang Mo Kio,Chong Boon,420,Y
2015,Males,75 - 79,Ang Mo Kio,Kebun Bahru,380,Y
2015,Males,75 - 79,Ang Mo Kio,Sembawang Hills,80,Y
2015,Males,75 - 79,Ang Mo Kio,Shangri-La,250,Y
2015,Males,75 - 79,Ang Mo Kio,Tagore,110,Y
2015,Males,75 - 79,Ang Mo Kio,Townsville,360,Y
2015,Males,75 - 79,Ang Mo Kio,Yio Chu Kang East,50,Y
2015,Males,75 - 79,Ang Mo Kio,Yio Chu Kang West,280,Y
2015,Males,75 - 79,Bedok,Bayshore,50,Y
2015,Males,75 - 79,Bedok,Bedok North,1000,Y
2015,Males,75 - 79,Bedok,Bedok Reservoir,190,Y
2015,Males,75 - 79,Bedok,Bedok South,700,Y
2015,Males,75 - 79,Bedok,Frankel,380,Y
2015,Males,75 - 79,Bedok,Kaki Bukit,360,Y
2015,Males,75 - 79,Bedok,Kembangan,440,Y
2015,Males,75 - 79,Bedok,Siglap,140,Y
2015,Males,75 - 79,Bishan,Bishan East,310,Y
2015,Males,75 - 79,Bishan,Marymount,240,Y
2015,Males,75 - 79,Bishan,Upper Thomson,420,Y
2015,Males,75 - 79,Bukit Batok,Bukit Batok Central,230,Y
2015,Males,75 - 79,Bukit Batok,Bukit Batok East,120,Y
2015,Males,75 - 79,Bukit Batok,Bukit Batok South,70,Y
2015,Males,75 - 79,Bukit Batok,Bukit Batok West,110,Y
2015,Males,75 - 79,Bukit Batok,Gombak,90,Y
2015,Males,75 - 79,Bukit Batok,Guilin,90,Y
2015,Males,75 - 79,Bukit Batok,Hillview,140,Y
2015,Males,75 - 79,Bukit Batok,Hong Kah North,210,Y
2015,Males,75 - 79,Bukit Merah,Alexandra Hill,270,Y
2015,Males,75 - 79,Bukit Merah,Alexandra North,10,Y
2015,Males,75 - 79,Bukit Merah,Bukit Ho Swee,260,Y
2015,Males,75 - 79,Bukit Merah,Bukit Merah,20,Y
2015,Males,75 - 79,Bukit Merah,Depot Road,50,Y
2015,Males,75 - 79,Bukit Merah,Everton Park,140,Y
2015,Males,75 - 79,Bukit Merah,Henderson Hill,250,Y
2015,Males,75 - 79,Bukit Merah,Kampong Tiong Bahru,230,Y
2015,Males,75 - 79,Bukit Merah,Maritime Square,20,Y
2015,Males,75 - 79,Bukit Merah,Redhill,160,Y
2015,Males,75 - 79,Bukit Merah,Telok Blangah Drive,260,Y
2015,Males,75 - 79,Bukit Merah,Telok Blangah Rise,220,Y
2015,Males,75 - 79,Bukit Merah,Telok Blangah Way,180,Y
2015,Males,75 - 79,Bukit Merah,Tiong Bahru,180,Y
2015,Males,75 - 79,Bukit Merah,Tiong Bahru Station,250,Y
2015,Males,75 - 79,Bukit Panjang,Bangkit,220,Y
2015,Males,75 - 79,Bukit Panjang,Dairy Farm,30,Y
2015,Males,75 - 79,Bukit Panjang,Fajar,160,Y
2015,Males,75 - 79,Bukit Panjang,Jelebu,260,Y
2015,Males,75 - 79,Bukit Panjang,Nature Reserve,30,Y
2015,Males,75 - 79,Bukit Panjang,Saujana,90,Y
2015,Males,75 - 79,Bukit Panjang,Senja,110,Y
2015,Males,75 - 79,Bukit Timah,Anak Bukit,250,Y
2015,Males,75 - 79,Bukit Timah,Coronation Road,90,Y
2015,Males,75 - 79,Bukit Timah,Farrer Court,60,Y
2015,Males,75 - 79,Bukit Timah,Hillcrest,110,Y
2015,Males,75 - 79,Bukit Timah,Holland Road,110,Y
2015,Males,75 - 79,Bukit Timah,Leedon Park,60,Y
2015,Males,75 - 79,Bukit Timah,Swiss Club,60,Y
2015,Males,75 - 79,Bukit Timah,Ulu Pandan,120,Y
2015,Males,75 - 79,Changi,Changi Point,10,Y
2015,Males,75 - 79,Choa Chu Kang,Choa Chu Kang Central,140,Y
2015,Males,75 - 79,Choa Chu Kang,Choa Chu Kang North,150,Y
2015,Males,75 - 79,Choa Chu Kang,Keat Hong,80,Y
2015,Males,75 - 79,Choa Chu Kang,Peng Siang,170,Y
2015,Males,75 - 79,Choa Chu Kang,Teck Whye,230,Y
2015,Males,75 - 79,Choa Chu Kang,Yew Tee,210,Y
2015,Males,75 - 79,Clementi,Clementi Central,200,Y
2015,Males,75 - 79,Clementi,Clementi North,460,Y
2015,Males,75 - 79,Clementi,Clementi West,180,Y
2015,Males,75 - 79,Clementi,Clementi Woods,210,Y
2015,Males,75 - 79,Clementi,Faber,40,Y
2015,Males,75 - 79,Clementi,Sunset Way,80,Y
2015,Males,75 - 79,Clementi,West Coast,50,Y
2015,Males,75 - 79,Downtown Core,Bugis,50,Y
2015,Males,75 - 79,Geylang,Aljunied,520,Y
2015,Males,75 - 79,Geylang,Geylang East,430,Y
2015,Males,75 - 79,Geylang,Kampong Ubi,90,Y
2015,Males,75 - 79,Geylang,Macpherson,420,Y
2015,Males,75 - 79,Hougang,Hougang Central,40,Y
2015,Males,75 - 79,Hougang,Hougang East,160,Y
2015,Males,75 - 79,Hougang,Hougang West,400,Y
2015,Males,75 - 79,Hougang,Kangkar,300,Y
2015,Males,75 - 79,Hougang,Kovan,250,Y
2015,Males,75 - 79,Hougang,Lorong Ah Soo,430,Y
2015,Males,75 - 79,Hougang,Tai Seng,200,Y
2015,Males,75 - 79,Hougang,Trafalgar,340,Y
2015,Males,75 - 79,Jurong East,Lakeside,20,Y
2015,Males,75 - 79,Jurong East,Teban Gardens,200,Y
2015,Males,75 - 79,Jurong East,Toh Guan,80,Y
2015,Males,75 - 79,Jurong East,Yuhua East,280,Y
2015,Males,75 - 79,Jurong East,Yuhua West,180,Y
2015,Males,75 - 79,Jurong West,Boon Lay Place,240,Y
2015,Males,75 - 79,Jurong West,Hong Kah,500,Y
2015,Males,75 - 79,Jurong West,Jurong West Central,290,Y
2015,Males,75 - 79,Jurong West,Taman Jurong,240,Y
2015,Males,75 - 79,Jurong West,Wenya,30,Y
2015,Males,75 - 79,Jurong West,Yunnan,390,Y
2015,Males,75 - 79,Kallang,Bendemeer,480,Y
2015,Males,75 - 79,Kallang,Boon Keng,160,Y
2015,Males,75 - 79,Kallang,Crawford,280,Y
2015,Males,75 - 79,Kallang,Geylang Bahru,220,Y
2015,Males,75 - 79,Kallang,Kampong Bugis,10,Y
2015,Males,75 - 79,Kallang,Kampong Java,180,Y
2015,Males,75 - 79,Kallang,Lavender,170,Y
2015,Males,75 - 79,Kallang,Tanjong Rhu,90,Y
2015,Males,75 - 79,Mandai,Mandai Estate,20,Y
2015,Males,75 - 79,Marine Parade,Katong,110,Y
2015,Males,75 - 79,Marine Parade,Marine Parade,510,Y
2015,Males,75 - 79,Marine Parade,Mountbatten,110,Y
2015,Males,75 - 79,Newton,Cairnhill,30,Y
2015,Males,75 - 79,Newton,Goodwood Park,10,Y
2015,Males,75 - 79,Newton,Monk's Hill,10,Y
2015,Males,75 - 79,Newton,Orange Grove,20,Y
2015,Males,75 - 79,Novena,Balestier,430,Y
2015,Males,75 - 79,Novena,Dunearn,60,Y
2015,Males,75 - 79,Novena,Malcolm,20,Y
2015,Males,75 - 79,Novena,Moulmein,70,Y
2015,Males,75 - 79,Novena,Mount Pleasant,10,Y
2015,Males,75 - 79,Orchard,Boulevard,10,Y
2015,Males,75 - 79,Orchard,Tanglin,10,Y
2015,Males,75 - 79,Outram,China Square,30,Y
2015,Males,75 - 79,Outram,Chinatown,170,Y
2015,Males,75 - 79,Outram,Pearl's Hill,200,Y
2015,Males,75 - 79,Outram,People's Park,10,Y
2015,Males,75 - 79,Pasir Ris,Flora Drive,100,Y
2015,Males,75 - 79,Pasir Ris,Loyang East,20,Y
2015,Males,75 - 79,Pasir Ris,Loyang West,20,Y
2015,Males,75 - 79,Pasir Ris,Pasir Ris Central,130,Y
2015,Males,75 - 79,Pasir Ris,Pasir Ris Drive,330,Y
2015,Males,75 - 79,Pasir Ris,Pasir Ris Park,10,Y
2015,Males,75 - 79,Pasir Ris,Pasir Ris West,190,Y
2015,Males,75 - 79,Punggol,Matilda,110,Y
2015,Males,75 - 79,Punggol,Northshore,10,Y
2015,Males,75 - 79,Punggol,Punggol Field,230,Y
2015,Males,75 - 79,Punggol,Punggol Town Centre,20,Y
2015,Males,75 - 79,Punggol,Waterway East,100,Y
2015,Males,75 - 79,Queenstown,Commonwealth,150,Y
2015,Males,75 - 79,Queenstown,Dover,190,Y
2015,Males,75 - 79,Queenstown,Ghim Moh,230,Y
2015,Males,75 - 79,Queenstown,Holland Drive,290,Y
2015,Males,75 - 79,Queenstown,Kent Ridge,10,Y
2015,Males,75 - 79,Queenstown,Margaret Drive,120,Y
2015,Males,75 - 79,Queenstown,Mei Chin,260,Y
2015,Males,75 - 79,Queenstown,Pasir Panjang 1,30,Y
2015,Males,75 - 79,Queenstown,Pasir Panjang 2,20,Y
2015,Males,75 - 79,Queenstown,Tanglin Halt,230,Y
2015,Males,75 - 79,River Valley,Institution Hill,20,Y
2015,Males,75 - 79,River Valley,Leonie Hill,20,Y
2015,Males,75 - 79,River Valley,One Tree Hill,20,Y
2015,Males,75 - 79,River Valley,Oxley,20,Y
2015,Males,75 - 79,Rochor,Bencoolen,20,Y
2015,Males,75 - 79,Rochor,Farrer Park,50,Y
2015,Males,75 - 79,Rochor,Little India,70,Y
2015,Males,75 - 79,Rochor,Mount Emily,10,Y
2015,Males,75 - 79,Rochor,Sungei Road,50,Y
2015,Males,75 - 79,Rochor,Victoria,40,Y
2015,Males,75 - 79,Sembawang,Admiralty,80,Y
2015,Males,75 - 79,Sembawang,Sembawang Central,130,Y
2015,Males,75 - 79,Sembawang,Sembawang North,110,Y
2015,Males,75 - 79,Sembawang,Sembawang Springs,50,Y
2015,Males,75 - 79,Sembawang,Sembawang Straits,20,Y
2015,Males,75 - 79,Sengkang,Anchorvale,180,Y
2015,Males,75 - 79,Sengkang,Compassvale,100,Y
2015,Males,75 - 79,Sengkang,Fernvale,180,Y
2015,Males,75 - 79,Sengkang,Rivervale,300,Y
2015,Males,75 - 79,Sengkang,Sengkang Town Centre,270,Y
2015,Males,75 - 79,Serangoon,Lorong Chuan,80,Y
2015,Males,75 - 79,Serangoon,Seletar Hills,170,Y
2015,Males,75 - 79,Serangoon,Serangoon Central,300,Y
2015,Males,75 - 79,Serangoon,Serangoon Garden,470,Y
2015,Males,75 - 79,Serangoon,Serangoon North,110,Y
2015,Males,75 - 79,Serangoon,Upper Paya Lebar,180,Y
2015,Males,75 - 79,Singapore River,Robertson Quay,10,Y
2015,Males,75 - 79,Southern Islands,Sentosa,10,Y
2015,Males,75 - 79,Sungei Kadut,Gali Batu,10,Y
2015,Males,75 - 79,Sungei Kadut,Turf Club,20,Y
2015,Males,75 - 79,Tampines,Simei,320,Y
2015,Males,75 - 79,Tampines,Tampines East,960,Y
2015,Males,75 - 79,Tampines,Tampines West,540,Y
2015,Males,75 - 79,Tampines,Xilin,10,Y
2015,Males,75 - 79,Tanglin,Chatsworth,50,Y
2015,Males,75 - 79,Tanglin,Nassim,70,Y
2015,Males,75 - 79,Tanglin,Ridout,10,Y
2015,Males,75 - 79,Tanglin,Tyersall,40,Y
2015,Males,75 - 79,Toa Payoh,Boon Teck,270,Y
2015,Males,75 - 79,Toa Payoh,Braddell,160,Y
2015,Males,75 - 79,Toa Payoh,Joo Seng,100,Y
2015,Males,75 - 79,Toa Payoh,Kim Keat,140,Y
2015,Males,75 - 79,Toa Payoh,Lorong 8 Toa Payoh,160,Y
2015,Males,75 - 79,Toa Payoh,Pei Chun,210,Y
2015,Males,75 - 79,Toa Payoh,Potong Pasir,160,Y
2015,Males,75 - 79,Toa Payoh,Sennett,70,Y
2015,Males,75 - 79,Toa Payoh,Toa Payoh Central,390,Y
2015,Males,75 - 79,Toa Payoh,Toa Payoh West,260,Y
2015,Males,75 - 79,Toa Payoh,Woodleigh,10,Y
2015,Males,75 - 79,Woodlands,Midview,170,Y
2015,Males,75 - 79,Woodlands,North Coast,150,Y
2015,Males,75 - 79,Woodlands,Woodgrove,170,Y
2015,Males,75 - 79,Woodlands,Woodlands East,380,Y
2015,Males,75 - 79,Woodlands,Woodlands South,180,Y
2015,Males,75 - 79,Woodlands,Woodlands West,340,Y
2015,Males,75 - 79,Yishun,Khatib,70,Y
2015,Males,75 - 79,Yishun,Lower Seletar,10,Y
2015,Males,75 - 79,Yishun,Nee Soon,10,Y
2015,Males,75 - 79,Yishun,Northland,210,Y
2015,Males,75 - 79,Yishun,Springleaf,40,Y
2015,Males,75 - 79,Yishun,Yishun East,260,Y
2015,Males,75 - 79,Yishun,Yishun South,310,Y
2015,Males,75 - 79,Yishun,Yishun West,530,Y
2015,Males,80 - 84,Ang Mo Kio,Ang Mo Kio Town Centre,20,Y
2015,Males,80 - 84,Ang Mo Kio,Cheng San,200,Y
2015,Males,80 - 84,Ang Mo Kio,Chong Boon,230,Y
2015,Males,80 - 84,Ang Mo Kio,Kebun Bahru,230,Y
2015,Males,80 - 84,Ang Mo Kio,Sembawang Hills,50,Y
2015,Males,80 - 84,Ang Mo Kio,Shangri-La,170,Y
2015,Males,80 - 84,Ang Mo Kio,Tagore,60,Y
2015,Males,80 - 84,Ang Mo Kio,Townsville,190,Y
2015,Males,80 - 84,Ang Mo Kio,Yio Chu Kang East,20,Y
2015,Males,80 - 84,Ang Mo Kio,Yio Chu Kang West,160,Y
2015,Males,80 - 84,Bedok,Bayshore,30,Y
2015,Males,80 - 84,Bedok,Bedok North,610,Y
2015,Males,80 - 84,Bedok,Bedok Reservoir,80,Y
2015,Males,80 - 84,Bedok,Bedok South,410,Y
2015,Males,80 - 84,Bedok,Frankel,250,Y
2015,Males,80 - 84,Bedok,Kaki Bukit,180,Y
2015,Males,80 - 84,Bedok,Kembangan,280,Y
2015,Males,80 - 84,Bedok,Siglap,80,Y
2015,Males,80 - 84,Bishan,Bishan East,160,Y
2015,Males,80 - 84,Bishan,Marymount,100,Y
2015,Males,80 - 84,Bishan,Upper Thomson,270,Y
2015,Males,80 - 84,Bukit Batok,Bukit Batok Central,110,Y
2015,Males,80 - 84,Bukit Batok,Bukit Batok East,60,Y
2015,Males,80 - 84,Bukit Batok,Bukit Batok South,30,Y
2015,Males,80 - 84,Bukit Batok,Bukit Batok West,70,Y
2015,Males,80 - 84,Bukit Batok,Gombak,60,Y
2015,Males,80 - 84,Bukit Batok,Guilin,50,Y
2015,Males,80 - 84,Bukit Batok,Hillview,70,Y
2015,Males,80 - 84,Bukit Batok,Hong Kah North,120,Y
2015,Males,80 - 84,Bukit Merah,Alexandra Hill,170,Y
2015,Males,80 - 84,Bukit Merah,Bukit Ho Swee,150,Y
2015,Males,80 - 84,Bukit Merah,Bukit Merah,10,Y
2015,Males,80 - 84,Bukit Merah,Depot Road,30,Y
2015,Males,80 - 84,Bukit Merah,Everton Park,80,Y
2015,Males,80 - 84,Bukit Merah,Henderson Hill,150,Y
2015,Males,80 - 84,Bukit Merah,Kampong Tiong Bahru,110,Y
2015,Males,80 - 84,Bukit Merah,Maritime Square,10,Y
2015,Males,80 - 84,Bukit Merah,Redhill,90,Y
2015,Males,80 - 84,Bukit Merah,Telok Blangah Drive,180,Y
2015,Males,80 - 84,Bukit Merah,Telok Blangah Rise,130,Y
2015,Males,80 - 84,Bukit Merah,Telok Blangah Way,110,Y
2015,Males,80 - 84,Bukit Merah,Tiong Bahru,100,Y
2015,Males,80 - 84,Bukit Merah,Tiong Bahru Station,160,Y
2015,Males,80 - 84,Bukit Panjang,Bangkit,130,Y
2015,Males,80 - 84,Bukit Panjang,Dairy Farm,20,Y
2015,Males,80 - 84,Bukit Panjang,Fajar,90,Y
2015,Males,80 - 84,Bukit Panjang,Jelebu,150,Y
2015,Males,80 - 84,Bukit Panjang,Nature Reserve,20,Y
2015,Males,80 - 84,Bukit Panjang,Saujana,60,Y
2015,Males,80 - 84,Bukit Panjang,Senja,60,Y
2015,Males,80 - 84,Bukit Timah,Anak Bukit,160,Y
2015,Males,80 - 84,Bukit Timah,Coronation Road,50,Y
2015,Males,80 - 84,Bukit Timah,Farrer Court,50,Y
2015,Males,80 - 84,Bukit Timah,Hillcrest,70,Y
2015,Males,80 - 84,Bukit Timah,Holland Road,60,Y
2015,Males,80 - 84,Bukit Timah,Leedon Park,40,Y
2015,Males,80 - 84,Bukit Timah,Swiss Club,50,Y
2015,Males,80 - 84,Bukit Timah,Ulu Pandan,80,Y
2015,Males,80 - 84,Changi,Changi Point,10,Y
2015,Males,80 - 84,Choa Chu Kang,Choa Chu Kang Central,50,Y
2015,Males,80 - 84,Choa Chu Kang,Choa Chu Kang North,100,Y
2015,Males,80 - 84,Choa Chu Kang,Keat Hong,40,Y
2015,Males,80 - 84,Choa Chu Kang,Peng Siang,110,Y
2015,Males,80 - 84,Choa Chu Kang,Teck Whye,140,Y
2015,Males,80 - 84,Choa Chu Kang,Yew Tee,100,Y
2015,Males,80 - 84,Clementi,Clementi Central,90,Y
2015,Males,80 - 84,Clementi,Clementi North,240,Y
2015,Males,80 - 84,Clementi,Clementi West,90,Y
2015,Males,80 - 84,Clementi,Clementi Woods,100,Y
2015,Males,80 - 84,Clementi,Faber,30,Y
2015,Males,80 - 84,Clementi,Sunset Way,40,Y
2015,Males,80 - 84,Clementi,West Coast,10,Y
2015,Males,80 - 84,Downtown Core,Bugis,20,Y
2015,Males,80 - 84,Geylang,Aljunied,320,Y
2015,Males,80 - 84,Geylang,Geylang East,250,Y
2015,Males,80 - 84,Geylang,Kampong Ubi,50,Y
2015,Males,80 - 84,Geylang,Macpherson,300,Y
2015,Males,80 - 84,Hougang,Hougang Central,30,Y
2015,Males,80 - 84,Hougang,Hougang East,70,Y
2015,Males,80 - 84,Hougang,Hougang West,210,Y
2015,Males,80 - 84,Hougang,Kangkar,140,Y
2015,Males,80 - 84,Hougang,Kovan,140,Y
2015,Males,80 - 84,Hougang,Lorong Ah Soo,250,Y
2015,Males,80 - 84,Hougang,Tai Seng,140,Y
2015,Males,80 - 84,Hougang,Trafalgar,220,Y
2015,Males,80 - 84,Jurong East,Lakeside,10,Y
2015,Males,80 - 84,Jurong East,Teban Gardens,90,Y
2015,Males,80 - 84,Jurong East,Toh Guan,60,Y
2015,Males,80 - 84,Jurong East,Yuhua East,150,Y
2015,Males,80 - 84,Jurong East,Yuhua West,120,Y
2015,Males,80 - 84,Jurong West,Boon Lay Place,130,Y
2015,Males,80 - 84,Jurong West,Hong Kah,270,Y
2015,Males,80 - 84,Jurong West,Jurong West Central,130,Y
2015,Males,80 - 84,Jurong West,Taman Jurong,140,Y
2015,Males,80 - 84,Jurong West,Wenya,20,Y
2015,Males,80 - 84,Jurong West,Yunnan,160,Y
2015,Males,80 - 84,Kallang,Bendemeer,270,Y
2015,Males,80 - 84,Kallang,Boon Keng,90,Y
2015,Males,80 - 84,Kallang,Crawford,170,Y
2015,Males,80 - 84,Kallang,Geylang Bahru,140,Y
2015,Males,80 - 84,Kallang,Kampong Bugis,10,Y
2015,Males,80 - 84,Kallang,Kampong Java,90,Y
2015,Males,80 - 84,Kallang,Lavender,110,Y
2015,Males,80 - 84,Kallang,Tanjong Rhu,50,Y
2015,Males,80 - 84,Mandai,Mandai Estate,10,Y
2015,Males,80 - 84,Marine Parade,Katong,70,Y
2015,Males,80 - 84,Marine Parade,Marine Parade,300,Y
2015,Males,80 - 84,Marine Parade,Mountbatten,70,Y
2015,Males,80 - 84,Newton,Cairnhill,30,Y
2015,Males,80 - 84,Newton,Monk's Hill,10,Y
2015,Males,80 - 84,Newton,Orange Grove,10,Y
2015,Males,80 - 84,Novena,Balestier,280,Y
2015,Males,80 - 84,Novena,Dunearn,40,Y
2015,Males,80 - 84,Novena,Malcolm,20,Y
2015,Males,80 - 84,Novena,Moulmein,50,Y
2015,Males,80 - 84,Novena,Mount Pleasant,10,Y
2015,Males,80 - 84,Outram,China Square,20,Y
2015,Males,80 - 84,Outram,Chinatown,100,Y
2015,Males,80 - 84,Outram,Pearl's Hill,120,Y
2015,Males,80 - 84,Pasir Ris,Flora Drive,60,Y
2015,Males,80 - 84,Pasir Ris,Loyang East,20,Y
2015,Males,80 - 84,Pasir Ris,Loyang West,20,Y
2015,Males,80 - 84,Pasir Ris,Pasir Ris Central,90,Y
2015,Males,80 - 84,Pasir Ris,Pasir Ris Drive,200,Y
2015,Males,80 - 84,Pasir Ris,Pasir Ris West,120,Y
2015,Males,80 - 84,Punggol,Matilda,60,Y
2015,Males,80 - 84,Punggol,Punggol Field,130,Y
2015,Males,80 - 84,Punggol,Punggol Town Centre,10,Y
2015,Males,80 - 84,Punggol,Waterway East,70,Y
2015,Males,80 - 84,Queenstown,Commonwealth,100,Y
2015,Males,80 - 84,Queenstown,Dover,80,Y
2015,Males,80 - 84,Queenstown,Ghim Moh,170,Y
2015,Males,80 - 84,Queenstown,Holland Drive,200,Y
2015,Males,80 - 84,Queenstown,Margaret Drive,80,Y
2015,Males,80 - 84,Queenstown,Mei Chin,160,Y
2015,Males,80 - 84,Queenstown,Pasir Panjang 1,20,Y
2015,Males,80 - 84,Queenstown,Pasir Panjang 2,10,Y
2015,Males,80 - 84,Queenstown,Tanglin Halt,150,Y
2015,Males,80 - 84,River Valley,Institution Hill,20,Y
2015,Males,80 - 84,River Valley,Leonie Hill,10,Y
2015,Males,80 - 84,River Valley,One Tree Hill,20,Y
2015,Males,80 - 84,River Valley,Oxley,10,Y
