year,gender,age,constituency_area,area,value,elderly
2015,None,85 & Over,Hougang,Hougang East,170,Y
2015,None,85 & Over,Hougang,Hougang West,420,Y
2015,None,85 & Over,Hougang,Kangkar,270,Y
2015,None,85 & Over,Hougang,Kovan,340,Y
2015,None,85 & Over,Hougang,Lorong Ah Soo,440,Y
2015,None,85 & Over,Hougang,Tai Seng,240,Y
2015,None,85 & Over,Hougang,Trafalgar,400,Y
2015,None,85 & Over,Jurong East,Lakeside,10,Y
2015,None,85 & Over,Jurong East,Teban Gardens,170,Y
2015,None,85 & Over,Jurong East,Toh Guan,100,Y
2015,None,85 & Over,Jurong East,Yuhua East,270,Y
2015,None,85 & Over,Jurong East,Yuhua West,210,Y
2015,None,85 & Over,Jurong West,Boon Lay Place,190,Y
2015,None,85 & Over,Jurong West,Hong Kah,400,Y
2015,None,85 & Over,Jurong West,Jurong West Central,260,Y
2015,None,85 & Over,Jurong West,Taman Jurong,230,Y
2015,None,85 & Over,Jurong West,Wenya,20,Y
2015,None,85 & Over,Jurong West,Yunnan,310,Y
2015,None,85 & Over,Kallang,Bendemeer,580,Y
2015,None,85 & Over,Kallang,Boon Keng,210,Y
2015,None,85 & Over,Kallang,Crawford,270,Y
2015,None,85 & Over,Kallang,Geylang Bahru,250,Y
2015,None,85 & Over,Kallang,Kampong Bugis,10,Y
2015,None,85 & Over,Kallang,Kampong Java,200,Y
2015,None,85 & Over,Kallang,Lavender,160,Y
2015,None,85 & Over,Kallang,Tanjong Rhu,130,Y
2015,None,85 & Over,Mandai,Mandai Estate,10,Y
2015,None,85 & Over,Marine Parade,Katong,190,Y
2015,None,85 & Over,Marine Parade,Marine Parade,590,Y
2015,None,85 & Over,Marine Parade,Mountbatten,160,Y
2015,None,85 & Over,Newton,Cairnhill,50,Y
2015,None,85 & Over,Newton,Goodwood Park,20,Y
2015,None,85 & Over,Newton,Monk's Hill,20,Y
2015,None,85 & Over,Newton,Orange Grove,10,Y
2015,None,85 & Over,Novena,Balestier,680,Y
2015,None,85 & Over,Novena,Dunearn,80,Y
2015,None,85 & Over,Novena,Malcolm,60,Y
2015,None,85 & Over,Novena,Moulmein,100,Y
2015,None,85 & Over,Novena,Mount Pleasant,20,Y
2015,None,85 & Over,Orchard,Boulevard,10,Y
2015,None,85 & Over,Orchard,Somerset,10,Y
2015,None,85 & Over,Outram,China Square,40,Y
2015,None,85 & Over,Outram,Chinatown,290,Y
2015,None,85 & Over,Outram,Pearl's Hill,280,Y
2015,None,85 & Over,Outram,People's Park,10,Y
2015,None,85 & Over,Pasir Ris,Flora Drive,210,Y
2015,None,85 & Over,Pasir Ris,Loyang East,30,Y
2015,None,85 & Over,Pasir Ris,Loyang West,70,Y
2015,None,85 & Over,Pasir Ris,Pasir Ris Central,160,Y
2015,None,85 & Over,Pasir Ris,Pasir Ris Drive,430,Y
2015,None,85 & Over,Pasir Ris,Pasir Ris Park,20,Y
2015,None,85 & Over,Pasir Ris,Pasir Ris West,230,Y
2015,None,85 & Over,Punggol,Matilda,110,Y
2015,None,85 & Over,Punggol,Punggol Field,280,Y
2015,None,85 & Over,Punggol,Punggol Town Centre,20,Y
2015,None,85 & Over,Punggol,Waterway East,110,Y
2015,None,85 & Over,Queenstown,Commonwealth,210,Y
2015,None,85 & Over,Queenstown,Dover,160,Y
2015,None,85 & Over,Queenstown,Ghim Moh,240,Y
2015,None,85 & Over,Queenstown,Holland Drive,320,Y
2015,None,85 & Over,Queenstown,Margaret Drive,150,Y
2015,None,85 & Over,Queenstown,Mei Chin,330,Y
2015,None,85 & Over,Queenstown,Pasir Panjang 1,40,Y
2015,None,85 & Over,Queenstown,Pasir Panjang 2,30,Y
2015,None,85 & Over,Queenstown,Tanglin Halt,280,Y
2015,None,85 & Over,River Valley,Institution Hill,20,Y
2015,None,85 & Over,River Valley,Leonie Hill,20,Y
2015,None,85 & Over,River Valley,One Tree Hill,40,Y
2015,None,85 & Over,River Valley,Oxley,40,Y
2015,None,85 & Over,Rochor,Bencoolen,40,Y
2015,None,85 & Over,Rochor,Farrer Park,110,Y
2015,None,85 & Over,Rochor,Kampong Glam,30,Y
2015,None,85 & Over,Rochor,Little India,90,Y
2015,None,85 & Over,Rochor,Mount Emily,20,Y
2015,None,85 & Over,Rochor,Selegie,10,Y
2015,None,85 & Over,Rochor,Sungei Road,40,Y
2015,None,85 & Over,Rochor,Victoria,60,Y
2015,None,85 & Over,Sembawang,Admiralty,90,Y
2015,None,85 & Over,Sembawang,Sembawang Central,200,Y
2015,None,85 & Over,Sembawang,Sembawang North,90,Y
2015,None,85 & Over,Sembawang,Sembawang Springs,100,Y
2015,None,85 & Over,Sembawang,Sembawang Straits,10,Y
2015,None,85 & Over,Sengkang,Anchorvale,170,Y
2015,None,85 & Over,Sengkang,Compassvale,60,Y
2015,None,85 & Over,Sengkang,Fernvale,230,Y
2015,None,85 & Over,Sengkang,Rivervale,350,Y
2015,None,85 & Over,Sengkang,Sengkang Town Centre,350,Y
2015,None,85 & Over,Serangoon,Lorong Chuan,160,Y
2015,None,85 & Over,Serangoon,Seletar Hills,180,Y
2015,None,85 & Over,Serangoon,Serangoon Central,290,Y
2015,None,85 & Over,Serangoon,Serangoon Garden,710,Y
2015,None,85 & Over,Serangoon,Serangoon North,110,Y
2015,None,85 & Over,Serangoon,Upper Paya Lebar,210,Y
2015,None,85 & Over,Singapore River,Clarke Quay,10,Y
2015,None,85 & Over,Singapore River,Robertson Quay,20,Y
2015,None,85 & Over,Sungei Kadut,Gali Batu,40,Y
2015,None,85 & Over,Sungei Kadut,Turf Club,10,Y
2015,None,85 & Over,Tampines,Simei,430,Y
2015,None,85 & Over,Tampines,Tampines East,1220,Y
2015,None,85 & Over,Tampines,Tampines West,580,Y
2015,None,85 & Over,Tampines,Xilin,10,Y
2015,None,85 & Over,Tanglin,Chatsworth,60,Y
2015,None,85 & Over,Tanglin,Nassim,130,Y
2015,None,85 & Over,Tanglin,Ridout,30,Y
2015,None,85 & Over,Tanglin,Tyersall,50,Y
2015,None,85 & Over,Toa Payoh,Boon Teck,390,Y
2015,None,85 & Over,Toa Payoh,Braddell,250,Y
2015,None,85 & Over,Toa Payoh,Joo Seng,120,Y
2015,None,85 & Over,Toa Payoh,Kim Keat,140,Y
2015,None,85 & Over,Toa Payoh,Lorong 8 Toa Payoh,170,Y
2015,None,85 & Over,Toa Payoh,Pei Chun,220,Y
2015,None,85 & Over,Toa Payoh,Potong Pasir,140,Y
2015,None,85 & Over,Toa Payoh,Sennett,150,Y
2015,None,85 & Over,Toa Payoh,Toa Payoh Central,450,Y
2015,None,85 & Over,Toa Payoh,Toa Payoh West,320,Y
2015,None,85 & Over,Toa Payoh,Woodleigh,20,Y
2015,None,85 & Over,Western Water Catchment,Western Water Catchment,30,Y
2015,None,85 & Over,Woodlands,Midview,210,Y
2015,None,85 & Over,Woodlands,North Coast,110,Y
2015,None,85 & Over,Woodlands,Woodgrove,200,Y
2015,None,85 & Over,Woodlands,Woodlands East,360,Y
2015,None,85 & Over,Woodlands,Woodlands South,140,Y
2015,None,85 & Over,Woodlands,Woodlands West,240,Y
2015,None,85 & Over,Yishun,Khatib,80,Y
2015,None,85 & Over,Yishun,Lower Seletar,10,Y
2015,None,85 & Over,Yishun,Nee Soon,10,Y
2015,None,85 & Over,Yishun,Northland,220,Y
2015,None,85 & Over,Yishun,Springleaf,50,Y
2015,None,85 & Over,Yishun,Yishun Central,10,Y
2015,None,85 & Over,Yishun,Yishun East,230,Y
2015,None,85 & Over,Yishun,Yishun South,360,Y
2015,None,85 & Over,Yishun,Yishun West,520,Y
2015,Males,65 - 69,Ang Mo Kio,Ang Mo Kio Town Centre,120,Y
2015,Males,65 - 69,Ang Mo Kio,Cheng San,940,Y
2015,Males,65 - 69,Ang Mo Kio,Chong Boon,900,Y
2015,Males,65 - 69,Ang Mo Kio,Kebun Bahru,740,Y
2015,Males,65 - 69,Ang Mo Kio,Sembawang Hills,190,Y
2015,Males,65 - 69,Ang Mo Kio,Shangri-La,500,Y
2015,Males,65 - 69,Ang Mo Kio,Tagore,210,Y
2015,Males,65 - 69,Ang Mo Kio,Townsville,720,Y
2015,Males,65 - 69,Ang Mo Kio,Yio Chu Kang East,120,Y
2015,Males,65 - 69,Ang Mo Kio,Yio Chu Kang West,800,Y
2015,Males,65 - 69,Bedok,Bayshore,150,Y
2015,Males,65 - 69,Bedok,Bedok North,2540,Y
2015,Males,65 - 69,Bedok,Bedok Reservoir,590,Y
2015,Males,65 - 69,Bedok,Bedok South,1490,Y
2015,Males,65 - 69,Bedok,Frankel,870,Y
2015,Males,65 - 69,Bedok,Kaki Bukit,1150,Y
2015,Males,65 - 69,Bedok,Kembangan,1140,Y
2015,Males,65 - 69,Bedok,Siglap,240,Y
2015,Males,65 - 69,Bishan,Bishan East,780,Y
2015,Males,65 - 69,Bishan,Marymount,690,Y
2015,Males,65 - 69,Bishan,Upper Thomson,870,Y
2015,Males,65 - 69,Bukit Batok,Bukit Batok Central,600,Y
2015,Males,65 - 69,Bukit Batok,Bukit Batok East,340,Y
2015,Males,65 - 69,Bukit Batok,Bukit Batok South,240,Y
2015,Males,65 - 69,Bukit Batok,Bukit Batok West,360,Y
2015,Males,65 - 69,Bukit Batok,Gombak,220,Y
2015,Males,65 - 69,Bukit Batok,Guilin,240,Y
2015,Males,65 - 69,Bukit Batok,Hillview,390,Y
2015,Males,65 - 69,Bukit Batok,Hong Kah North,620,Y
2015,Males,65 - 69,Bukit Merah,Alexandra Hill,550,Y
2015,Males,65 - 69,Bukit Merah,Alexandra North,10,Y
2015,Males,65 - 69,Bukit Merah,Bukit Ho Swee,510,Y
2015,Males,65 - 69,Bukit Merah,Bukit Merah,40,Y
2015,Males,65 - 69,Bukit Merah,Depot Road,130,Y
2015,Males,65 - 69,Bukit Merah,Everton Park,270,Y
2015,Males,65 - 69,Bukit Merah,Henderson Hill,400,Y
2015,Males,65 - 69,Bukit Merah,Kampong Tiong Bahru,370,Y
2015,Males,65 - 69,Bukit Merah,Maritime Square,40,Y
2015,Males,65 - 69,Bukit Merah,Redhill,270,Y
2015,Males,65 - 69,Bukit Merah,Telok Blangah Drive,500,Y
2015,Males,65 - 69,Bukit Merah,Telok Blangah Rise,490,Y
2015,Males,65 - 69,Bukit Merah,Telok Blangah Way,330,Y
2015,Males,65 - 69,Bukit Merah,Tiong Bahru,320,Y
2015,Males,65 - 69,Bukit Merah,Tiong Bahru Station,370,Y
2015,Males,65 - 69,Bukit Panjang,Bangkit,520,Y
2015,Males,65 - 69,Bukit Panjang,Dairy Farm,120,Y
2015,Males,65 - 69,Bukit Panjang,Fajar,460,Y
2015,Males,65 - 69,Bukit Panjang,Jelebu,700,Y
2015,Males,65 - 69,Bukit Panjang,Nature Reserve,80,Y
2015,Males,65 - 69,Bukit Panjang,Saujana,420,Y
2015,Males,65 - 69,Bukit Panjang,Senja,330,Y
2015,Males,65 - 69,Bukit Timah,Anak Bukit,560,Y
2015,Males,65 - 69,Bukit Timah,Coronation Road,150,Y
2015,Males,65 - 69,Bukit Timah,Farrer Court,120,Y
2015,Males,65 - 69,Bukit Timah,Hillcrest,210,Y
2015,Males,65 - 69,Bukit Timah,Holland Road,210,Y
2015,Males,65 - 69,Bukit Timah,Leedon Park,200,Y
2015,Males,65 - 69,Bukit Timah,Swiss Club,130,Y
2015,Males,65 - 69,Bukit Timah,Ulu Pandan,350,Y
2015,Males,65 - 69,Changi,Changi Point,30,Y
2015,Males,65 - 69,Changi,Changi West,20,Y
2015,Males,65 - 69,Choa Chu Kang,Choa Chu Kang Central,340,Y
2015,Males,65 - 69,Choa Chu Kang,Choa Chu Kang North,450,Y
2015,Males,65 - 69,Choa Chu Kang,Keat Hong,270,Y
2015,Males,65 - 69,Choa Chu Kang,Peng Siang,600,Y
2015,Males,65 - 69,Choa Chu Kang,Teck Whye,600,Y
2015,Males,65 - 69,Choa Chu Kang,Yew Tee,580,Y
2015,Males,65 - 69,Clementi,Clementi Central,400,Y
2015,Males,65 - 69,Clementi,Clementi North,1010,Y
2015,Males,65 - 69,Clementi,Clementi West,490,Y
2015,Males,65 - 69,Clementi,Clementi Woods,520,Y
2015,Males,65 - 69,Clementi,Faber,100,Y
2015,Males,65 - 69,Clementi,Sunset Way,230,Y
2015,Males,65 - 69,Clementi,West Coast,150,Y
2015,Males,65 - 69,Downtown Core,Bugis,100,Y
2015,Males,65 - 69,Downtown Core,Tanjong Pagar,10,Y
2015,Males,65 - 69,Geylang,Aljunied,1120,Y
2015,Males,65 - 69,Geylang,Geylang East,980,Y
2015,Males,65 - 69,Geylang,Kampong Ubi,310,Y
2015,Males,65 - 69,Geylang,Macpherson,730,Y
2015,Males,65 - 69,Hougang,Hougang Central,110,Y
2015,Males,65 - 69,Hougang,Hougang East,450,Y
2015,Males,65 - 69,Hougang,Hougang West,1290,Y
2015,Males,65 - 69,Hougang,Kangkar,630,Y
2015,Males,65 - 69,Hougang,Kovan,650,Y
2015,Males,65 - 69,Hougang,Lorong Ah Soo,930,Y
2015,Males,65 - 69,Hougang,Tai Seng,370,Y
2015,Males,65 - 69,Hougang,Trafalgar,1000,Y
2015,Males,65 - 69,Jurong East,Lakeside,40,Y
2015,Males,65 - 69,Jurong East,Teban Gardens,620,Y
2015,Males,65 - 69,Jurong East,Toh Guan,350,Y
2015,Males,65 - 69,Jurong East,Yuhua East,800,Y
2015,Males,65 - 69,Jurong East,Yuhua West,580,Y
2015,Males,65 - 69,Jurong West,Boon Lay Place,670,Y
2015,Males,65 - 69,Jurong West,Hong Kah,1560,Y
2015,Males,65 - 69,Jurong West,Jurong West Central,1160,Y
2015,Males,65 - 69,Jurong West,Taman Jurong,740,Y
2015,Males,65 - 69,Jurong West,Wenya,110,Y
2015,Males,65 - 69,Jurong West,Yunnan,1380,Y
2015,Males,65 - 69,Kallang,Bendemeer,950,Y
2015,Males,65 - 69,Kallang,Boon Keng,300,Y
2015,Males,65 - 69,Kallang,Crawford,470,Y
2015,Males,65 - 69,Kallang,Geylang Bahru,370,Y
2015,Males,65 - 69,Kallang,Kampong Bugis,30,Y
2015,Males,65 - 69,Kallang,Kampong Java,340,Y
2015,Males,65 - 69,Kallang,Lavender,370,Y
2015,Males,65 - 69,Kallang,Tanjong Rhu,210,Y
2015,Males,65 - 69,Mandai,Mandai Estate,40,Y
2015,Males,65 - 69,Marine Parade,Katong,210,Y
2015,Males,65 - 69,Marine Parade,Marine Parade,750,Y
2015,Males,65 - 69,Marine Parade,Mountbatten,290,Y
2015,Males,65 - 69,Museum,Fort Canning,10,Y
2015,Males,65 - 69,Newton,Cairnhill,90,Y
2015,Males,65 - 69,Newton,Goodwood Park,20,Y
2015,Males,65 - 69,Newton,Monk's Hill,20,Y
2015,Males,65 - 69,Newton,Orange Grove,60,Y
2015,Males,65 - 69,Novena,Balestier,830,Y
2015,Males,65 - 69,Novena,Dunearn,100,Y
2015,Males,65 - 69,Novena,Malcolm,70,Y
2015,Males,65 - 69,Novena,Moulmein,140,Y
2015,Males,65 - 69,Novena,Mount Pleasant,20,Y
2015,Males,65 - 69,Orchard,Boulevard,10,Y
2015,Males,65 - 69,Orchard,Somerset,10,Y
2015,Males,65 - 69,Orchard,Tanglin,10,Y
2015,Males,65 - 69,Outram,China Square,70,Y
2015,Males,65 - 69,Outram,Chinatown,280,Y
2015,Males,65 - 69,Outram,Pearl's Hill,390,Y
2015,Males,65 - 69,Outram,People's Park,10,Y
2015,Males,65 - 69,Pasir Ris,Flora Drive,230,Y
2015,Males,65 - 69,Pasir Ris,Loyang East,50,Y
2015,Males,65 - 69,Pasir Ris,Loyang West,10,Y
2015,Males,65 - 69,Pasir Ris,Pasir Ris Central,380,Y
2015,Males,65 - 69,Pasir Ris,Pasir Ris Drive,1050,Y
2015,Males,65 - 69,Pasir Ris,Pasir Ris Park,20,Y
2015,Males,65 - 69,Pasir Ris,Pasir Ris West,470,Y
2015,Males,65 - 69,Punggol,Matilda,360,Y
2015,Males,65 - 69,Punggol,Northshore,10,Y
2015,Males,65 - 69,Punggol,Punggol Field,670,Y
2015,Males,65 - 69,Punggol,Punggol Town Centre,70,Y
2015,Males,65 - 69,Punggol,Waterway East,320,Y
2015,Males,65 - 69,Queenstown,Commonwealth,200,Y
2015,Males,65 - 69,Queenstown,Dover,310,Y
2015,Males,65 - 69,Queenstown,Ghim Moh,340,Y
2015,Males,65 - 69,Queenstown,Holland Drive,440,Y
2015,Males,65 - 69,Queenstown,Kent Ridge,40,Y
2015,Males,65 - 69,Queenstown,Margaret Drive,260,Y
2015,Males,65 - 69,Queenstown,Mei Chin,410,Y
2015,Males,65 - 69,Queenstown,One North,10,Y
2015,Males,65 - 69,Queenstown,Pasir Panjang 1,100,Y
2015,Males,65 - 69,Queenstown,Pasir Panjang 2,110,Y
2015,Males,65 - 69,Queenstown,Port,10,Y
2015,Males,65 - 69,Queenstown,Queensway,10,Y
2015,Males,65 - 69,Queenstown,Tanglin Halt,340,Y
2015,Males,65 - 69,River Valley,Institution Hill,70,Y
2015,Males,65 - 69,River Valley,Leonie Hill,60,Y
2015,Males,65 - 69,River Valley,One Tree Hill,50,Y
2015,Males,65 - 69,River Valley,Oxley,50,Y
2015,Males,65 - 69,Rochor,Bencoolen,40,Y
2015,Males,65 - 69,Rochor,Farrer Park,70,Y
2015,Males,65 - 69,Rochor,Little India,130,Y
2015,Males,65 - 69,Rochor,Mount Emily,20,Y
2015,Males,65 - 69,Rochor,Selegie,10,Y
2015,Males,65 - 69,Rochor,Sungei Road,80,Y
2015,Males,65 - 69,Rochor,Victoria,70,Y
2015,Males,65 - 69,Sembawang,Admiralty,190,Y
2015,Males,65 - 69,Sembawang,Sembawang Central,380,Y
2015,Males,65 - 69,Sembawang,Sembawang North,360,Y
2015,Males,65 - 69,Sembawang,Sembawang Springs,100,Y
2015,Males,65 - 69,Sembawang,Sembawang Straits,40,Y
2015,Males,65 - 69,Sengkang,Anchorvale,530,Y
2015,Males,65 - 69,Sengkang,Compassvale,210,Y
2015,Males,65 - 69,Sengkang,Fernvale,460,Y
2015,Males,65 - 69,Sengkang,Rivervale,1070,Y
2015,Males,65 - 69,Sengkang,Sengkang Town Centre,820,Y
2015,Males,65 - 69,Serangoon,Lorong Chuan,180,Y
2015,Males,65 - 69,Serangoon,Seletar Hills,400,Y
2015,Males,65 - 69,Serangoon,Serangoon Central,760,Y
2015,Males,65 - 69,Serangoon,Serangoon Garden,1180,Y
2015,Males,65 - 69,Serangoon,Serangoon North,370,Y
2015,Males,65 - 69,Serangoon,Upper Paya Lebar,430,Y
2015,Males,65 - 69,Singapore River,Boat Quay,10,Y
2015,Males,65 - 69,Singapore River,Robertson Quay,40,Y
2015,Males,65 - 69,Southern Islands,Sentosa,20,Y
2015,Males,65 - 69,Sungei Kadut,Gali Batu,10,Y
2015,Males,65 - 69,Sungei Kadut,Turf Club,30,Y
2015,Males,65 - 69,Tampines,Simei,940,Y
2015,Males,65 - 69,Tampines,Tampines East,3070,Y
2015,Males,65 - 69,Tampines,Tampines West,1700,Y
2015,Males,65 - 69,Tampines,Xilin,40,Y
2015,Males,65 - 69,Tanglin,Chatsworth,120,Y
2015,Males,65 - 69,Tanglin,Nassim,220,Y
2015,Males,65 - 69,Tanglin,Ridout,50,Y
2015,Males,65 - 69,Tanglin,Tyersall,70,Y
2015,Males,65 - 69,Toa Payoh,Boon Teck,430,Y
2015,Males,65 - 69,Toa Payoh,Braddell,280,Y
2015,Males,65 - 69,Toa Payoh,Joo Seng,190,Y
2015,Males,65 - 69,Toa Payoh,Kim Keat,230,Y
2015,Males,65 - 69,Toa Payoh,Lorong 8 Toa Payoh,270,Y
2015,Males,65 - 69,Toa Payoh,Pei Chun,290,Y
2015,Males,65 - 69,Toa Payoh,Potong Pasir,420,Y
2015,Males,65 - 69,Toa Payoh,Sennett,160,Y
2015,Males,65 - 69,Toa Payoh,Toa Payoh Central,650,Y
2015,Males,65 - 69,Toa Payoh,Toa Payoh West,380,Y
2015,Males,65 - 69,Toa Payoh,Woodleigh,50,Y
2015,Males,65 - 69,Western Water Catchment,Western Water Catchment,10,Y
2015,Males,65 - 69,Woodlands,Midview,470,Y
2015,Males,65 - 69,Woodlands,North Coast,400,Y
2015,Males,65 - 69,Woodlands,Woodgrove,490,Y
2015,Males,65 - 69,Woodlands,Woodlands East,1130,Y
2015,Males,65 - 69,Woodlands,Woodlands South,510,Y
2015,Males,65 - 69,Woodlands,Woodlands West,760,Y
2015,Males,65 - 69,Yishun,Khatib,280,Y
2015,Males,65 - 69,Yishun,Lower Seletar,20,Y
2015,Males,65 - 69,Yishun,Nee Soon,30,Y
2015,Males,65 - 69,Yishun,Northland,630,Y
2015,Males,65 - 69,Yishun,Springleaf,130,Y
2015,Males,65 - 69,Yishun,Yishun Central,40,Y
2015,Males,65 - 69,Yishun,Yishun East,800,Y
2015,Males,65 - 69,Yishun,Yishun South,900,Y
2015,Males,65 - 69,Yishun,Yishun West,1260,Y
2015,Males,70 - 74,Ang Mo Kio,Ang Mo Kio Town Centre,80,Y
2015,Males,70 - 74,Ang Mo Kio,Cheng San,490,Y
2015,Males,70 - 74,Ang Mo Kio,Chong Boon,600,Y
2015,Males,70 - 74,Ang Mo Kio,Kebun Bahru,460,Y
2015,Males,70 - 74,Ang Mo Kio,Sembawang Hills,130,Y
2015,Males,70 - 74,Ang Mo Kio,Shangri-La,320,Y
2015,Males,70 - 74,Ang Mo Kio,Tagore,100,Y
2015,Males,70 - 74,Ang Mo Kio,Townsville,460,Y
2015,Males,70 - 74,Ang Mo Kio,Yio Chu Kang East,80,Y
2015,Males,70 - 74,Ang Mo Kio,Yio Chu Kang West,360,Y
2015,Males,70 - 74,Bedok,Bayshore,50,Y
2015,Males,70 - 74,Bedok,Bedok North,1400,Y
2015,Males,70 - 74,Bedok,Bedok Reservoir,300,Y
2015,Males,70 - 74,Bedok,Bedok South,890,Y
2015,Males,70 - 74,Bedok,Frankel,450,Y
2015,Males,70 - 74,Bedok,Kaki Bukit,500,Y
2015,Males,70 - 74,Bedok,Kembangan,690,Y
2015,Males,70 - 74,Bedok,Siglap,160,Y
2015,Males,70 - 74,Bishan,Bishan East,410,Y
2015,Males,70 - 74,Bishan,Marymount,360,Y
2015,Males,70 - 74,Bishan,Upper Thomson,500,Y
2015,Males,70 - 74,Bukit Batok,Bukit Batok Central,290,Y
2015,Males,70 - 74,Bukit Batok,Bukit Batok East,140,Y
2015,Males,70 - 74,Bukit Batok,Bukit Batok South,100,Y
2015,Males,70 - 74,Bukit Batok,Bukit Batok West,170,Y
2015,Males,70 - 74,Bukit Batok,Gombak,120,Y
2015,Males,70 - 74,Bukit Batok,Guilin,140,Y
2015,Males,70 - 74,Bukit Batok,Hillview,200,Y
2015,Males,70 - 74,Bukit Batok,Hong Kah North,290,Y
2015,Males,70 - 74,Bukit Merah,Alexandra Hill,260,Y
2015,Males,70 - 74,Bukit Merah,Alexandra North,10,Y
2015,Males,70 - 74,Bukit Merah,Bukit Ho Swee,340,Y
2015,Males,70 - 74,Bukit Merah,Bukit Merah,30,Y
2015,Males,70 - 74,Bukit Merah,Depot Road,80,Y
2015,Males,70 - 74,Bukit Merah,Everton Park,170,Y
2015,Males,70 - 74,Bukit Merah,Henderson Hill,310,Y
2015,Males,70 - 74,Bukit Merah,Kampong Tiong Bahru,220,Y
2015,Males,70 - 74,Bukit Merah,Maritime Square,20,Y
2015,Males,70 - 74,Bukit Merah,Redhill,170,Y
2015,Males,70 - 74,Bukit Merah,Telok Blangah Drive,310,Y
2015,Males,70 - 74,Bukit Merah,Telok Blangah Rise,320,Y
2015,Males,70 - 74,Bukit Merah,Telok Blangah Way,220,Y
2015,Males,70 - 74,Bukit Merah,Tiong Bahru,200,Y
2015,Males,70 - 74,Bukit Merah,Tiong Bahru Station,230,Y
2015,Males,70 - 74,Bukit Panjang,Bangkit,300,Y
2015,Males,70 - 74,Bukit Panjang,Dairy Farm,50,Y
2015,Males,70 - 74,Bukit Panjang,Fajar,250,Y
2015,Males,70 - 74,Bukit Panjang,Jelebu,350,Y
2015,Males,70 - 74,Bukit Panjang,Nature Reserve,40,Y
2015,Males,70 - 74,Bukit Panjang,Saujana,160,Y
2015,Males,70 - 74,Bukit Panjang,Senja,150,Y
2015,Males,70 - 74,Bukit Timah,Anak Bukit,340,Y
2015,Males,70 - 74,Bukit Timah,Coronation Road,110,Y
2015,Males,70 - 74,Bukit Timah,Farrer Court,70,Y
2015,Males,70 - 74,Bukit Timah,Hillcrest,140,Y
2015,Males,70 - 74,Bukit Timah,Holland Road,120,Y
2015,Males,70 - 74,Bukit Timah,Leedon Park,100,Y
2015,Males,70 - 74,Bukit Timah,Swiss Club,80,Y
2015,Males,70 - 74,Bukit Timah,Ulu Pandan,180,Y
2015,Males,70 - 74,Changi,Changi Point,20,Y
2015,Males,70 - 74,Changi,Changi West,10,Y
2015,Males,70 - 74,Choa Chu Kang,Choa Chu Kang Central,190,Y
2015,Males,70 - 74,Choa Chu Kang,Choa Chu Kang North,210,Y
2015,Males,70 - 74,Choa Chu Kang,Keat Hong,110,Y
2015,Males,70 - 74,Choa Chu Kang,Peng Siang,270,Y
2015,Males,70 - 74,Choa Chu Kang,Teck Whye,360,Y
2015,Males,70 - 74,Choa Chu Kang,Yew Tee,260,Y
2015,Males,70 - 74,Clementi,Clementi Central,250,Y
2015,Males,70 - 74,Clementi,Clementi North,580,Y
2015,Males,70 - 74,Clementi,Clementi West,270,Y
2015,Males,70 - 74,Clementi,Clementi Woods,280,Y
2015,Males,70 - 74,Clementi,Faber,50,Y
2015,Males,70 - 74,Clementi,Sunset Way,110,Y
2015,Males,70 - 74,Clementi,West Coast,70,Y
2015,Males,70 - 74,Downtown Core,Bugis,50,Y
2015,Males,70 - 74,Downtown Core,Central Subzone,10,Y
2015,Males,70 - 74,Geylang,Aljunied,700,Y
2015,Males,70 - 74,Geylang,Geylang East,510,Y
2015,Males,70 - 74,Geylang,Kampong Ubi,160,Y
2015,Males,70 - 74,Geylang,Macpherson,470,Y
2015,Males,70 - 74,Hougang,Hougang Central,60,Y
2015,Males,70 - 74,Hougang,Hougang East,250,Y
2015,Males,70 - 74,Hougang,Hougang West,600,Y
2015,Males,70 - 74,Hougang,Kangkar,350,Y
2015,Males,70 - 74,Hougang,Kovan,310,Y
2015,Males,70 - 74,Hougang,Lorong Ah Soo,550,Y
2015,Males,70 - 74,Hougang,Tai Seng,220,Y
2015,Males,70 - 74,Hougang,Trafalgar,480,Y
2015,Males,70 - 74,Jurong East,Lakeside,30,Y
2015,Males,70 - 74,Jurong East,Teban Gardens,330,Y
2015,Males,70 - 74,Jurong East,Toh Guan,160,Y
2015,Males,70 - 74,Jurong East,Yuhua East,400,Y
2015,Males,70 - 74,Jurong East,Yuhua West,280,Y
2015,Males,70 - 74,Jurong West,Boon Lay Place,370,Y
2015,Males,70 - 74,Jurong West,Hong Kah,750,Y
2015,Males,70 - 74,Jurong West,Jurong West Central,440,Y
2015,Males,70 - 74,Jurong West,Taman Jurong,330,Y
2015,Males,70 - 74,Jurong West,Wenya,60,Y
2015,Males,70 - 74,Jurong West,Yunnan,590,Y
2015,Males,70 - 74,Kallang,Bendemeer,580,Y
2015,Males,70 - 74,Kallang,Boon Keng,180,Y
2015,Males,70 - 74,Kallang,Crawford,310,Y
2015,Males,70 - 74,Kallang,Geylang Bahru,220,Y
2015,Males,70 - 74,Kallang,Kampong Bugis,10,Y
2015,Males,70 - 74,Kallang,Kampong Java,210,Y
2015,Males,70 - 74,Kallang,Lavender,200,Y
2015,Males,70 - 74,Kallang,Tanjong Rhu,160,Y
2015,Males,70 - 74,Mandai,Mandai Estate,30,Y
2015,Males,70 - 74,Marine Parade,Katong,140,Y
